instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,time_of_day,casual_ratio,log_casual,log_registered,log_cnt
9779,2012-02-17,1,1,2,9,0,5,1,2,0.26,1.0,0.0,8,275,283,Spring,Mist,Friday,Morning Peak,0.028268551236749116,2.1972245773362196,5.62040086571715,5.648974238161206
9780,2012-02-17,1,1,2,10,0,5,1,1,0.34,0.71,0.2836,13,103,116,Spring,Clear,Friday,Midday,0.11206896551724138,2.639057329615259,4.6443908991413725,4.762173934797756
9781,2012-02-17,1,1,2,11,0,5,1,1,0.36,0.62,0.4179,9,133,142,Spring,Clear,Friday,Midday,0.06338028169014084,2.302585092994046,4.897839799950911,4.962844630259907
9782,2012-02-17,1,1,2,12,0,5,1,1,0.38,0.46,0.3881,21,177,198,Spring,Clear,Friday,Midday,0.10606060606060606,3.091042453358316,5.181783550292085,5.293304824724492
9783,2012-02-17,1,1,2,13,0,5,1,1,0.4,0.43,0.3582,34,171,205,Spring,Clear,Friday,Midday,0.16585365853658537,3.5553480614894135,5.147494476813453,5.327876168789581
9784,2012-02-17,1,1,2,14,0,5,1,1,0.4,0.37,0.3582,33,137,170,Spring,Clear,Friday,Midday,0.19411764705882353,3.5263605246161616,4.927253685157205,5.14166355650266
9785,2012-02-17,1,1,2,15,0,5,1,1,0.42,0.35,0.4179,41,180,221,Spring,Clear,Friday,Midday,0.18552036199095023,3.7376696182833684,5.198497031265826,5.402677381872279
9786,2012-02-17,1,1,2,16,0,5,1,1,0.42,0.32,0.2985,56,251,307,Spring,Clear,Friday,Evening Peak,0.18241042345276873,4.04305126783455,5.529429087511423,5.730099782973575
9787,2012-02-17,1,1,2,17,0,5,1,1,0.42,0.32,0.3284,36,429,465,Spring,Clear,Friday,Evening Peak,0.07741935483870968,3.6109179126442243,6.063785208687608,6.144185634125646
9788,2012-02-17,1,1,2,18,0,5,1,1,0.4,0.35,0.2537,15,362,377,Spring,Clear,Friday,Evening Peak,0.03978779840848806,2.772588722239781,5.8944028342648505,5.934894195619588
9789,2012-02-17,1,1,2,19,0,5,1,1,0.38,0.37,0.2239,16,266,282,Spring,Clear,Friday,Evening Peak,0.05673758865248227,2.833213344056216,5.58724865840025,5.645446897643238
9790,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.35,0.194,13,158,171,Spring,Clear,Friday,Night/Early Morning,0.07602339181286549,2.639057329615259,5.0689042022202315,5.147494476813453
9791,2012-02-17,1,1,2,21,0,5,1,1,0.38,0.37,0.194,15,114,129,Spring,Clear,Friday,Night/Early Morning,0.11627906976744186,2.772588722239781,4.74493212836325,4.867534450455582
9792,2012-02-17,1,1,2,22,0,5,1,1,0.36,0.4,0.2239,15,92,107,Spring,Clear,Friday,Night/Early Morning,0.14018691588785046,2.772588722239781,4.532599493153256,4.68213122712422
9793,2012-02-17,1,1,2,23,0,5,1,1,0.36,0.4,0.194,10,72,82,Spring,Clear,Friday,Night/Early Morning,0.12195121951219512,2.3978952727983707,4.290459441148391,4.418840607796598
9794,2012-02-18,1,1,2,0,0,6,0,1,0.34,0.42,0.1642,5,81,86,Spring,Clear,Saturday,Night/Early Morning,0.05813953488372093,1.791759469228055,4.406719247264253,4.465908118654584
9795,2012-02-18,1,1,2,1,0,6,0,1,0.32,0.49,0.1642,7,38,45,Spring,Clear,Saturday,Night/Early Morning,0.15555555555555556,2.0794415416798357,3.6635616461296463,3.828641396489095
9796,2012-02-18,1,1,2,2,0,6,0,1,0.3,0.61,0.2537,6,39,45,Spring,Clear,Saturday,Night/Early Morning,0.13333333333333333,1.9459101490553132,3.6888794541139363,3.828641396489095
9797,2012-02-18,1,1,2,3,0,6,0,1,0.28,0.65,0.1045,3,15,18,Spring,Clear,Saturday,Night/Early Morning,0.16666666666666666,1.3862943611198906,2.772588722239781,2.9444389791664403
9798,2012-02-18,1,1,2,4,0,6,0,1,0.26,0.7,0.0,3,4,7,Spring,Clear,Saturday,Night/Early Morning,0.42857142857142855,1.3862943611198906,1.6094379124341003,2.0794415416798357
9799,2012-02-18,1,1,2,5,0,6,0,1,0.24,0.7,0.0896,0,1,1,Spring,Clear,Saturday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
9800,2012-02-18,1,1,2,6,0,6,0,1,0.24,0.7,0.0,1,8,9,Spring,Clear,Saturday,Morning Peak,0.1111111111111111,0.6931471805599453,2.1972245773362196,2.302585092994046
9801,2012-02-18,1,1,2,7,0,6,0,1,0.24,0.7,0.0,8,33,41,Spring,Clear,Saturday,Morning Peak,0.1951219512195122,2.1972245773362196,3.5263605246161616,3.7376696182833684
9802,2012-02-18,1,1,2,8,0,6,0,1,0.22,0.87,0.0,10,92,102,Spring,Clear,Saturday,Morning Peak,0.09803921568627451,2.3978952727983707,4.532599493153256,4.634728988229636
9803,2012-02-18,1,1,2,9,0,6,0,1,0.22,0.8,0.1045,22,116,138,Spring,Clear,Saturday,Morning Peak,0.15942028985507245,3.1354942159291497,4.762173934797756,4.9344739331306915
9804,2012-02-18,1,1,2,10,0,6,0,1,0.26,0.81,0.1045,48,157,205,Spring,Clear,Saturday,Midday,0.23414634146341465,3.8918202981106265,5.062595033026967,5.327876168789581
9805,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.57,0.1343,102,184,286,Spring,Clear,Saturday,Midday,0.35664335664335667,4.634728988229636,5.220355825078325,5.659482215759621
9806,2012-02-18,1,1,2,12,0,6,0,1,0.36,0.43,0.194,114,241,355,Spring,Clear,Saturday,Midday,0.3211267605633803,4.74493212836325,5.488937726156687,5.87493073085203
9807,2012-02-18,1,1,2,13,0,6,0,1,0.4,0.43,0.2836,114,219,333,Spring,Clear,Saturday,Midday,0.34234234234234234,4.74493212836325,5.393627546352361,5.8111409929767
9808,2012-02-18,1,1,2,14,0,6,0,1,0.44,0.35,0.3582,114,244,358,Spring,Clear,Saturday,Midday,0.31843575418994413,4.74493212836325,5.501258210544727,5.883322388488279
9809,2012-02-18,1,1,2,15,0,6,0,1,0.42,0.41,0.2537,114,270,384,Spring,Clear,Saturday,Midday,0.296875,4.74493212836325,5.602118820879701,5.953243334287785
9810,2012-02-18,1,1,2,16,0,6,0,1,0.44,0.44,0.3284,114,218,332,Spring,Clear,Saturday,Evening Peak,0.3433734939759036,4.74493212836325,5.389071729816501,5.808142489980444
9811,2012-02-18,1,1,2,17,0,6,0,1,0.48,0.36,0.2836,114,222,336,Spring,Clear,Saturday,Evening Peak,0.3392857142857143,4.74493212836325,5.407171771460119,5.820082930352362
9812,2012-02-18,1,1,2,18,0,6,0,1,0.46,0.38,0.2985,70,176,246,Spring,Clear,Saturday,Evening Peak,0.2845528455284553,4.2626798770413155,5.176149732573829,5.5093883366279774
9813,2012-02-18,1,1,2,19,0,6,0,1,0.44,0.44,0.1642,38,150,188,Spring,Clear,Saturday,Evening Peak,0.20212765957446807,3.6635616461296463,5.017279836814924,5.241747015059643
9814,2012-02-18,1,1,2,20,0,6,0,1,0.44,0.44,0.1642,25,123,148,Spring,Clear,Saturday,Night/Early Morning,0.16891891891891891,3.258096538021482,4.820281565605037,5.003946305945459
9815,2012-02-18,1,1,2,21,0,6,0,1,0.44,0.33,0.2985,25,89,114,Spring,Clear,Saturday,Night/Early Morning,0.21929824561403508,3.258096538021482,4.499809670330265,4.74493212836325
9816,2012-02-18,1,1,2,22,0,6,0,1,0.4,0.4,0.4478,17,101,118,Spring,Clear,Saturday,Night/Early Morning,0.1440677966101695,2.8903717578961645,4.624972813284271,4.77912349311153
9817,2012-02-18,1,1,2,23,0,6,0,2,0.36,0.4,0.3881,12,62,74,Spring,Mist,Saturday,Night/Early Morning,0.16216216216216217,2.5649493574615367,4.143134726391533,4.31748811353631
9818,2012-02-19,1,1,2,0,0,0,0,2,0.34,0.39,0.3582,9,65,74,Spring,Mist,Sunday,Night/Early Morning,0.12162162162162163,2.302585092994046,4.189654742026425,4.31748811353631
9819,2012-02-19,1,1,2,1,0,0,0,2,0.32,0.39,0.2537,10,62,72,Spring,Mist,Sunday,Night/Early Morning,0.1388888888888889,2.3978952727983707,4.143134726391533,4.290459441148391
9820,2012-02-19,1,1,2,2,0,0,0,2,0.3,0.36,0.2836,3,45,48,Spring,Mist,Sunday,Night/Early Morning,0.0625,1.3862943611198906,3.828641396489095,3.8918202981106265
9821,2012-02-19,1,1,2,3,0,0,0,2,0.3,0.36,0.2239,3,12,15,Spring,Mist,Sunday,Night/Early Morning,0.2,1.3862943611198906,2.5649493574615367,2.772588722239781
9822,2012-02-19,1,1,2,4,0,0,0,2,0.28,0.41,0.3881,0,3,3,Spring,Mist,Sunday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
9823,2012-02-19,1,1,2,5,0,0,0,2,0.26,0.48,0.2985,1,1,2,Spring,Mist,Sunday,Night/Early Morning,0.5,0.6931471805599453,0.6931471805599453,1.0986122886681096
9824,2012-02-19,1,1,2,6,0,0,0,1,0.24,0.52,0.3284,0,5,5,Spring,Clear,Sunday,Morning Peak,0.0,0.0,1.791759469228055,1.791759469228055
9825,2012-02-19,1,1,2,7,0,0,0,2,0.24,0.52,0.2836,2,12,14,Spring,Mist,Sunday,Morning Peak,0.14285714285714285,1.0986122886681096,2.5649493574615367,2.70805020110221
9826,2012-02-19,1,1,2,8,0,0,0,2,0.24,0.56,0.194,8,48,56,Spring,Mist,Sunday,Morning Peak,0.14285714285714285,2.1972245773362196,3.8918202981106265,4.04305126783455
9827,2012-02-19,1,1,2,9,0,0,0,2,0.24,0.56,0.2537,20,73,93,Spring,Mist,Sunday,Morning Peak,0.21505376344086022,3.044522437723423,4.304065093204169,4.543294782270004
9828,2012-02-19,1,1,2,10,0,0,0,2,0.26,0.52,0.2537,49,142,191,Spring,Mist,Sunday,Midday,0.25654450261780104,3.912023005428146,4.962844630259907,5.2574953720277815
9829,2012-02-19,1,1,2,11,0,0,0,2,0.26,0.56,0.3284,82,144,226,Spring,Mist,Sunday,Midday,0.36283185840707965,4.418840607796598,4.976733742420574,5.424950017481403
9830,2012-02-19,1,1,2,12,0,0,0,2,0.28,0.52,0.2537,71,184,255,Spring,Mist,Sunday,Midday,0.2784313725490196,4.276666119016055,5.220355825078325,5.545177444479562
9831,2012-02-19,1,1,2,13,0,0,0,1,0.3,0.49,0.1642,64,197,261,Spring,Clear,Sunday,Midday,0.24521072796934865,4.174387269895637,5.288267030694535,5.568344503761097
9832,2012-02-19,1,1,2,14,0,0,0,2,0.32,0.45,0.194,48,189,237,Spring,Mist,Sunday,Midday,0.20253164556962025,3.8918202981106265,5.247024072160486,5.472270673671475
9833,2012-02-19,1,1,2,15,0,0,0,2,0.3,0.49,0.194,85,168,253,Spring,Mist,Sunday,Midday,0.3359683794466403,4.454347296253507,5.1298987149230735,5.537334267018537
9834,2012-02-19,1,1,2,16,0,0,0,2,0.32,0.45,0.2836,62,150,212,Spring,Mist,Sunday,Evening Peak,0.29245283018867924,4.143134726391533,5.017279836814924,5.3612921657094255
9835,2012-02-19,1,1,2,17,0,0,0,2,0.3,0.49,0.2537,22,135,157,Spring,Mist,Sunday,Evening Peak,0.14012738853503184,3.1354942159291497,4.912654885736052,5.062595033026967
9836,2012-02-19,1,1,2,18,0,0,0,2,0.3,0.49,0.3284,23,144,167,Spring,Mist,Sunday,Evening Peak,0.1377245508982036,3.1780538303479458,4.976733742420574,5.123963979403259
9837,2012-02-19,1,1,2,19,0,0,0,2,0.3,0.52,0.2537,18,101,119,Spring,Mist,Sunday,Evening Peak,0.15126050420168066,2.9444389791664403,4.624972813284271,4.787491742782046
9838,2012-02-19,1,1,2,20,0,0,0,2,0.3,0.52,0.2836,22,81,103,Spring,Mist,Sunday,Night/Early Morning,0.21359223300970873,3.1354942159291497,4.406719247264253,4.6443908991413725
9839,2012-02-19,1,1,2,21,0,0,0,3,0.26,0.65,0.1642,3,33,36,Spring,Light Snow/Rain,Sunday,Night/Early Morning,0.08333333333333333,1.3862943611198906,3.5263605246161616,3.6109179126442243
9840,2012-02-19,1,1,2,22,0,0,0,3,0.24,0.75,0.0896,8,47,55,Spring,Light Snow/Rain,Sunday,Night/Early Morning,0.14545454545454545,2.1972245773362196,3.8712010109078907,4.02535169073515
9841,2012-02-19,1,1,2,23,0,0,0,2,0.22,0.93,0.1642,5,30,35,Spring,Mist,Sunday,Night/Early Morning,0.14285714285714285,1.791759469228055,3.4339872044851463,3.58351893845611
9842,2012-02-20,1,1,2,0,1,1,0,2,0.24,0.87,0.0896,5,36,41,Spring,Mist,Monday,Night/Early Morning,0.12195121951219512,1.791759469228055,3.6109179126442243,3.7376696182833684
9843,2012-02-20,1,1,2,1,1,1,0,2,0.24,0.87,0.0896,3,12,15,Spring,Mist,Monday,Night/Early Morning,0.2,1.3862943611198906,2.5649493574615367,2.772588722239781
9844,2012-02-20,1,1,2,2,1,1,0,2,0.24,0.87,0.0896,1,19,20,Spring,Mist,Monday,Night/Early Morning,0.05,0.6931471805599453,2.995732273553991,3.044522437723423
9845,2012-02-20,1,1,2,3,1,1,0,2,0.24,0.81,0.194,0,8,8,Spring,Mist,Monday,Night/Early Morning,0.0,0.0,2.1972245773362196,2.1972245773362196
9846,2012-02-20,1,1,2,5,1,1,0,2,0.24,0.6,0.3582,0,6,6,Spring,Mist,Monday,Night/Early Morning,0.0,0.0,1.9459101490553132,1.9459101490553132
9847,2012-02-20,1,1,2,6,1,1,0,1,0.24,0.52,0.4179,1,9,10,Spring,Clear,Monday,Morning Peak,0.1,0.6931471805599453,2.302585092994046,2.3978952727983707
9848,2012-02-20,1,1,2,7,1,1,0,2,0.22,0.55,0.3284,2,42,44,Spring,Mist,Monday,Morning Peak,0.045454545454545456,1.0986122886681096,3.7612001156935624,3.8066624897703196
9849,2012-02-20,1,1,2,8,1,1,0,1,0.2,0.59,0.3582,9,111,120,Spring,Clear,Monday,Morning Peak,0.075,2.302585092994046,4.718498871295094,4.795790545596741
9850,2012-02-20,1,1,2,9,1,1,0,1,0.2,0.59,0.3582,12,98,110,Spring,Clear,Monday,Morning Peak,0.10909090909090909,2.5649493574615367,4.59511985013459,4.709530201312334
9851,2012-02-20,1,1,2,10,1,1,0,1,0.22,0.55,0.4478,30,113,143,Spring,Clear,Monday,Midday,0.2097902097902098,3.4339872044851463,4.736198448394496,4.969813299576001
9852,2012-02-20,1,1,2,11,1,1,0,1,0.26,0.48,0.3582,45,163,208,Spring,Clear,Monday,Midday,0.21634615384615385,3.828641396489095,5.099866427824199,5.342334251964811
9853,2012-02-20,1,1,2,12,1,1,0,1,0.28,0.45,0.2239,65,216,281,Spring,Clear,Monday,Midday,0.2313167259786477,4.189654742026425,5.37989735354046,5.641907070938114
9854,2012-02-20,1,1,2,13,1,1,0,1,0.3,0.42,0.2836,66,246,312,Spring,Clear,Monday,Midday,0.21153846153846154,4.204692619390966,5.5093883366279774,5.746203190540153
9855,2012-02-20,1,1,2,14,1,1,0,1,0.32,0.36,0.194,57,206,263,Spring,Clear,Monday,Midday,0.21673003802281368,4.060443010546419,5.332718793265369,5.575949103146316
9856,2012-02-20,1,1,2,15,1,1,0,1,0.34,0.34,0.2239,54,235,289,Spring,Clear,Monday,Midday,0.18685121107266436,4.007333185232471,5.4638318050256105,5.66988092298052
9857,2012-02-20,1,1,2,16,1,1,0,1,0.36,0.29,0.1045,64,216,280,Spring,Clear,Monday,Evening Peak,0.22857142857142856,4.174387269895637,5.37989735354046,5.638354669333745
9858,2012-02-20,1,1,2,17,1,1,0,1,0.38,0.27,0.2537,27,226,253,Spring,Clear,Monday,Evening Peak,0.1067193675889328,3.332204510175204,5.424950017481403,5.537334267018537
9859,2012-02-20,1,1,2,18,1,1,0,1,0.34,0.34,0.2239,27,215,242,Spring,Clear,Monday,Evening Peak,0.1115702479338843,3.332204510175204,5.375278407684165,5.493061443340548
9860,2012-02-20,1,1,2,19,1,1,0,1,0.34,0.34,0.2239,8,164,172,Spring,Clear,Monday,Evening Peak,0.046511627906976744,2.1972245773362196,5.10594547390058,5.153291594497779
9861,2012-02-20,1,1,2,20,1,1,0,1,0.34,0.34,0.194,9,117,126,Spring,Clear,Monday,Night/Early Morning,0.07142857142857142,2.302585092994046,4.770684624465665,4.844187086458591
9862,2012-02-20,1,1,2,21,1,1,0,1,0.3,0.39,0.1642,8,90,98,Spring,Clear,Monday,Night/Early Morning,0.08163265306122448,2.1972245773362196,4.51085950651685,4.59511985013459
9863,2012-02-20,1,1,2,22,1,1,0,1,0.3,0.45,0.0896,9,53,62,Spring,Clear,Monday,Night/Early Morning,0.14516129032258066,2.302585092994046,3.9889840465642745,4.143134726391533
9864,2012-02-20,1,1,2,23,1,1,0,1,0.3,0.39,0.0,0,26,26,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,3.295836866004329,3.295836866004329
9865,2012-02-21,1,1,2,0,0,2,1,1,0.26,0.65,0.0,1,11,12,Spring,Clear,Tuesday,Night/Early Morning,0.08333333333333333,0.6931471805599453,2.4849066497880004,2.5649493574615367
9866,2012-02-21,1,1,2,1,0,2,1,1,0.26,0.56,0.0,0,7,7,Spring,Clear,Tuesday,Night/Early Morning,0.0,0.0,2.0794415416798357,2.0794415416798357
9867,2012-02-21,1,1,2,2,0,2,1,1,0.24,0.6,0.0,0,3,3,Spring,Clear,Tuesday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
9868,2012-02-21,1,1,2,4,0,2,1,1,0.22,0.64,0.0,0,2,2,Spring,Clear,Tuesday,Night/Early Morning,0.0,0.0,1.0986122886681096,1.0986122886681096
9869,2012-02-21,1,1,2,5,0,2,1,1,0.2,0.69,0.0,0,15,15,Spring,Clear,Tuesday,Night/Early Morning,0.0,0.0,2.772588722239781,2.772588722239781
9870,2012-02-21,1,1,2,6,0,2,1,1,0.2,0.75,0.0,3,83,86,Spring,Clear,Tuesday,Morning Peak,0.03488372093023256,1.3862943611198906,4.430816798843313,4.465908118654584
9871,2012-02-21,1,1,2,7,0,2,1,1,0.22,0.64,0.0,6,273,279,Spring,Clear,Tuesday,Morning Peak,0.021505376344086023,1.9459101490553132,5.6131281063880705,5.634789603169249
9872,2012-02-21,1,1,2,8,0,2,1,1,0.2,0.69,0.0896,5,459,464,Spring,Clear,Tuesday,Morning Peak,0.010775862068965518,1.791759469228055,6.131226489483141,6.142037405587356
9873,2012-02-21,1,1,2,9,0,2,1,1,0.2,0.75,0.1045,6,211,217,Spring,Clear,Tuesday,Morning Peak,0.027649769585253458,1.9459101490553132,5.356586274672012,5.384495062789089
9874,2012-02-21,1,1,2,10,0,2,1,1,0.24,0.7,0.194,8,77,85,Spring,Clear,Tuesday,Midday,0.09411764705882353,2.1972245773362196,4.356708826689592,4.454347296253507
9875,2012-02-21,1,1,2,11,0,2,1,2,0.26,0.7,0.2836,5,81,86,Spring,Mist,Tuesday,Midday,0.05813953488372093,1.791759469228055,4.406719247264253,4.465908118654584
9876,2012-02-21,1,1,2,12,0,2,1,2,0.3,0.56,0.3881,16,147,163,Spring,Mist,Tuesday,Midday,0.09815950920245399,2.833213344056216,4.997212273764115,5.099866427824199
9877,2012-02-21,1,1,2,13,0,2,1,1,0.34,0.49,0.4179,8,123,131,Spring,Clear,Tuesday,Midday,0.061068702290076333,2.1972245773362196,4.820281565605037,4.882801922586371
9878,2012-02-21,1,1,2,14,0,2,1,2,0.32,0.53,0.3881,16,108,124,Spring,Mist,Tuesday,Midday,0.12903225806451613,2.833213344056216,4.6913478822291435,4.8283137373023015
9879,2012-02-21,1,1,2,15,0,2,1,1,0.34,0.49,0.4179,23,137,160,Spring,Clear,Tuesday,Midday,0.14375,3.1780538303479458,4.927253685157205,5.081404364984463
9880,2012-02-21,1,1,2,16,0,2,1,1,0.36,0.46,0.4179,14,240,254,Spring,Clear,Tuesday,Evening Peak,0.05511811023622047,2.70805020110221,5.484796933490655,5.541263545158426
9881,2012-02-21,1,1,2,17,0,2,1,1,0.38,0.4,0.4478,21,411,432,Spring,Clear,Tuesday,Evening Peak,0.04861111111111111,3.091042453358316,6.021023349349527,6.07073772800249
9882,2012-02-21,1,1,2,18,0,2,1,1,0.38,0.4,0.4478,11,414,425,Spring,Clear,Tuesday,Evening Peak,0.02588235294117647,2.4849066497880004,6.028278520230698,6.054439346269371
9883,2012-02-21,1,1,2,19,0,2,1,1,0.36,0.46,0.2985,5,299,304,Spring,Clear,Tuesday,Evening Peak,0.01644736842105263,1.791759469228055,5.703782474656201,5.720311776607412
9884,2012-02-21,1,1,2,20,0,2,1,1,0.34,0.53,0.2537,4,223,227,Spring,Clear,Tuesday,Night/Early Morning,0.01762114537444934,1.6094379124341003,5.4116460518550396,5.429345628954441
9885,2012-02-21,1,1,2,21,0,2,1,1,0.34,0.61,0.1642,7,147,154,Spring,Clear,Tuesday,Night/Early Morning,0.045454545454545456,2.0794415416798357,4.997212273764115,5.043425116919247
9886,2012-02-21,1,1,2,22,0,2,1,2,0.34,0.71,0.194,3,97,100,Spring,Mist,Tuesday,Night/Early Morning,0.03,1.3862943611198906,4.584967478670572,4.61512051684126
9887,2012-02-21,1,1,2,23,0,2,1,1,0.32,0.66,0.2239,1,46,47,Spring,Clear,Tuesday,Night/Early Morning,0.02127659574468085,0.6931471805599453,3.8501476017100584,3.8712010109078907
9888,2012-02-22,1,1,2,0,0,3,1,1,0.32,0.66,0.2239,5,19,24,Spring,Clear,Wednesday,Night/Early Morning,0.20833333333333334,1.791759469228055,2.995732273553991,3.2188758248682006
9889,2012-02-22,1,1,2,1,0,3,1,1,0.32,0.7,0.1343,3,4,7,Spring,Clear,Wednesday,Night/Early Morning,0.42857142857142855,1.3862943611198906,1.6094379124341003,2.0794415416798357
9890,2012-02-22,1,1,2,2,0,3,1,1,0.34,0.66,0.2836,1,5,6,Spring,Clear,Wednesday,Night/Early Morning,0.16666666666666666,0.6931471805599453,1.791759469228055,1.9459101490553132
9891,2012-02-22,1,1,2,3,0,3,1,2,0.34,0.71,0.2239,1,3,4,Spring,Mist,Wednesday,Night/Early Morning,0.25,0.6931471805599453,1.3862943611198906,1.6094379124341003
9892,2012-02-22,1,1,2,4,0,3,1,1,0.34,0.71,0.1642,0,2,2,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,1.0986122886681096,1.0986122886681096
9893,2012-02-22,1,1,2,5,0,3,1,1,0.32,0.7,0.1045,1,29,30,Spring,Clear,Wednesday,Night/Early Morning,0.03333333333333333,0.6931471805599453,3.4011973816621555,3.4339872044851463
9894,2012-02-22,1,1,2,6,0,3,1,1,0.32,0.76,0.1642,5,85,90,Spring,Clear,Wednesday,Morning Peak,0.05555555555555555,1.791759469228055,4.454347296253507,4.51085950651685
9895,2012-02-22,1,1,2,7,0,3,1,1,0.32,0.76,0.0896,10,292,302,Spring,Clear,Wednesday,Morning Peak,0.033112582781456956,2.3978952727983707,5.680172609017068,5.713732805509369
9896,2012-02-22,1,1,2,8,0,3,1,1,0.3,0.75,0.0896,9,567,576,Spring,Clear,Wednesday,Morning Peak,0.015625,2.302585092994046,6.342121418721152,6.3578422665081
9897,2012-02-22,1,1,2,9,0,3,1,1,0.32,0.7,0.0896,11,241,252,Spring,Clear,Wednesday,Morning Peak,0.04365079365079365,2.4849066497880004,5.488937726156687,5.53338948872752
9898,2012-02-22,1,1,2,10,0,3,1,1,0.34,0.71,0.0896,17,122,139,Spring,Clear,Wednesday,Midday,0.1223021582733813,2.8903717578961645,4.812184355372417,4.941642422609304
9899,2012-02-22,1,1,2,11,0,3,1,1,0.36,0.66,0.1642,22,149,171,Spring,Clear,Wednesday,Midday,0.1286549707602339,3.1354942159291497,5.0106352940962555,5.147494476813453
9900,2012-02-22,1,1,2,12,0,3,1,1,0.4,0.62,0.2836,21,186,207,Spring,Clear,Wednesday,Midday,0.10144927536231885,3.091042453358316,5.231108616854587,5.337538079701318
9901,2012-02-22,1,1,2,13,0,3,1,1,0.42,0.54,0.2985,15,175,190,Spring,Clear,Wednesday,Midday,0.07894736842105263,2.772588722239781,5.170483995038151,5.25227342804663
9902,2012-02-22,1,1,2,14,0,3,1,1,0.44,0.54,0.3284,35,142,177,Spring,Clear,Wednesday,Midday,0.1977401129943503,3.58351893845611,4.962844630259907,5.181783550292085
9903,2012-02-22,1,1,2,15,0,3,1,1,0.5,0.31,0.4179,34,161,195,Spring,Clear,Wednesday,Midday,0.17435897435897435,3.5553480614894135,5.087596335232384,5.278114659230518
9904,2012-02-22,1,1,2,16,0,3,1,1,0.52,0.29,0.4627,30,268,298,Spring,Clear,Wednesday,Evening Peak,0.10067114093959731,3.4339872044851463,5.594711379601839,5.700443573390686
9905,2012-02-22,1,1,2,17,0,3,1,1,0.52,0.32,0.3881,43,486,529,Spring,Clear,Wednesday,Evening Peak,0.08128544423440454,3.784189633918261,6.18826412308259,6.272877006546167
9906,2012-02-22,1,1,2,18,0,3,1,2,0.48,0.41,0.3284,42,483,525,Spring,Mist,Wednesday,Evening Peak,0.08,3.7612001156935624,6.182084906716632,6.26530121273771
9907,2012-02-22,1,1,2,19,0,3,1,2,0.46,0.44,0.2836,22,305,327,Spring,Mist,Wednesday,Evening Peak,0.0672782874617737,3.1354942159291497,5.723585101952381,5.793013608384144
9908,2012-02-22,1,1,2,20,0,3,1,2,0.44,0.47,0.194,25,249,274,Spring,Mist,Wednesday,Night/Early Morning,0.09124087591240876,3.258096538021482,5.521460917862246,5.616771097666572
9909,2012-02-22,1,1,2,21,0,3,1,2,0.48,0.33,0.2836,19,220,239,Spring,Mist,Wednesday,Night/Early Morning,0.0794979079497908,2.995732273553991,5.3981627015177525,5.480638923341991
9910,2012-02-22,1,1,2,22,0,3,1,2,0.44,0.47,0.2537,18,129,147,Spring,Mist,Wednesday,Night/Early Morning,0.12244897959183673,2.9444389791664403,4.867534450455582,4.997212273764115
9911,2012-02-22,1,1,2,23,0,3,1,2,0.46,0.41,0.2836,5,57,62,Spring,Mist,Wednesday,Night/Early Morning,0.08064516129032258,1.791759469228055,4.060443010546419,4.143134726391533
9912,2012-02-23,1,1,2,0,0,4,1,2,0.44,0.47,0.2537,12,30,42,Spring,Mist,Thursday,Night/Early Morning,0.2857142857142857,2.5649493574615367,3.4339872044851463,3.7612001156935624
9913,2012-02-23,1,1,2,1,0,4,1,2,0.44,0.58,0.2836,3,12,15,Spring,Mist,Thursday,Night/Early Morning,0.2,1.3862943611198906,2.5649493574615367,2.772588722239781
